,Disk (GB),Memory (GB),CPU (Core),Bandwidth (MB/s),Region,Latitude,Longitude
7768,4175,37,13,1069,Louisiana,32.91812159415473,91.58320700730762
7769,3985,32,13,1069,Louisiana,31.598661333687843,90.18720835163725
7770,3833,28,13,1069,Louisiana,30.043307729786523,89.86694534627784
7771,3795,28,13,1069,Louisiana,32.671719186225495,93.95155950792144
7772,3780,28,13,1069,Louisiana,31.525341825168468,90.78259195140446
7773,3571,28,13,1069,Louisiana,32.829971751092884,90.41829235956907
7774,3517,23,13,1069,Louisiana,32.504978130977165,90.70924334375584
7775,3416,21,13,1069,Louisiana,29.76340354160681,92.06717954604287
7776,3335,21,13,1069,Louisiana,30.44169056128776,90.71085768283308
7777,3080,20,13,892,Louisiana,32.23947031161018,90.34820844749363
7778,3036,17,13,892,Louisiana,29.170078712168127,89.61954259658597
7779,2918,17,13,854,Louisiana,29.726860802320974,89.6904683495446
7780,2878,17,13,854,Louisiana,29.742285832650197,92.69309058850935
7781,2846,17,13,854,Louisiana,32.028496154857386,92.46962407145736
7782,2656,17,13,825,Louisiana,30.035881380677193,90.04282216868118
7783,2467,17,13,805,Louisiana,30.33387273870598,89.80328040007402
7784,2440,17,13,804,Louisiana,32.03660743901677,89.60570640154415
7785,2375,17,13,749,Louisiana,29.487884312911476,89.66617272610192
7786,2352,17,13,712,Louisiana,30.210080049489434,93.04035964386237
7787,2350,17,13,711,Louisiana,31.293612469547607,92.36210899415303
7788,2277,17,13,711,Louisiana,29.751003297815046,89.6785065345685
7789,2277,17,13,711,Louisiana,29.245089715984335,92.44789157449826
7790,2087,17,13,711,Louisiana,32.83254188171845,89.41526190308068
7791,1920,17,13,711,Louisiana,32.676303664727904,91.89594040849505
7792,1897,17,13,711,Louisiana,29.403135078668296,92.3818684726314
7793,1897,17,13,711,Louisiana,30.403592213774154,91.60073132605348
7794,1897,17,13,711,Louisiana,30.07692670529415,90.71246598257109
7795,1897,17,13,711,Louisiana,31.349400075072012,93.51553423578899
7796,1758,17,13,711,Louisiana,32.326888025144534,90.97272414552411
7797,1708,17,13,711,Louisiana,32.668149081395285,91.606985515171
7798,1708,17,13,711,Louisiana,30.102476697308788,90.17766699614832
7799,1708,17,13,711,Louisiana,30.324130627626534,90.46737874315079
7800,1708,17,13,711,Louisiana,30.670548207254583,91.55943600094297
7801,1708,17,13,698,Louisiana,30.308975417860207,93.53448623847936
7802,1708,17,13,696,Louisiana,32.30233852505962,92.13188596197755
7803,1708,17,13,689,Louisiana,29.424224381151046,92.73809247624294
7804,1678,17,13,660,Louisiana,32.21195349626692,90.1378172969669
7805,1581,17,13,657,Louisiana,32.65385473451741,91.70167194356445
7806,1569,17,13,640,Louisiana,29.291627841172264,89.50635736311833
7807,1518,17,13,620,Louisiana,29.87711432074956,93.78303145275045
7808,1518,17,13,614,Louisiana,29.620658576799002,89.71440484070594
7809,1518,17,13,614,Louisiana,32.211459332385225,92.66579751279926
7810,1518,17,13,568,Louisiana,30.302809975892817,89.79941589766136
7811,1518,17,13,534,Louisiana,32.50496549640483,92.85991975642708
7812,1518,17,13,534,Louisiana,30.434844912739567,89.97209630219287
7813,1508,17,13,517,Louisiana,29.204753033121875,91.36764260409026
7814,1346,17,13,489,Louisiana,31.361748200499296,93.96163767730167
7815,1328,17,13,460,Louisiana,29.317113656133458,89.85082204519037
7816,1328,17,13,459,Louisiana,30.901316161535977,90.39178610439484
7817,1328,17,13,450,Louisiana,29.655750898707172,90.28330098971597
7818,1328,17,13,449,Louisiana,31.889600323968853,92.83581550632276
7819,1328,17,13,442,Louisiana,30.121185559349822,93.65215884106804
7820,1328,17,13,441,Louisiana,29.685101689831548,92.92879094430755
7821,1321,17,13,440,Louisiana,29.313916464864953,89.48584096859453
7822,1250,17,13,438,Louisiana,29.26367711782585,90.5120989101258
7823,1249,17,13,437,Louisiana,29.433701749928794,89.75581160929616
7824,1138,17,13,436,Louisiana,30.138490368782694,93.28691571123461
7825,1138,17,13,425,Louisiana,30.70794889349652,93.39722579864289
7826,1138,17,13,425,Louisiana,29.47229990986194,93.44586295553843
7827,1138,17,13,415,Louisiana,29.12206854273374,90.11209995484546
7828,1138,17,13,403,Louisiana,31.564775668317168,93.25452397027829
7829,1138,17,13,385,Louisiana,31.131456914387314,91.7827856883442
7830,1138,17,10,384,Louisiana,31.218001105644806,93.11625439487206
7831,1138,17,10,381,Louisiana,31.164446512961366,92.15735464336372
7832,1138,17,10,365,Louisiana,31.784937205986623,93.54640850530879
7833,1138,17,10,360,Louisiana,29.81976707224804,90.71630597709253
7834,1138,17,10,354,Louisiana,32.710813231193626,90.65947467830527
7835,1138,17,10,354,Louisiana,32.66766631329015,90.4340134887677
7836,1138,17,10,354,Louisiana,29.8198608763834,90.57807915788491
7837,1138,17,10,354,Louisiana,32.09431878480076,92.2815202958482
7838,1138,17,10,354,Louisiana,31.87838246824801,92.4824767938463
7839,1097,17,10,354,Louisiana,29.230922237407754,93.72314868044903
7840,1046,17,10,354,Louisiana,30.44221056413811,90.21259154956215
7841,948,17,10,354,Louisiana,29.47599863405686,93.45701043754197
7842,948,17,10,354,Louisiana,31.462812706538287,91.26937496565236
7843,948,17,10,347,Louisiana,32.14438923188017,89.92593453241558
7844,948,17,10,343,Louisiana,31.850388708381875,90.83482886969045
7845,948,17,10,342,Louisiana,31.878208580848714,89.8959936309159
7846,948,17,10,340,Louisiana,30.27931925025276,91.27249653088917
7847,948,17,10,336,Louisiana,29.735618789377916,91.64058442992217
7848,948,17,10,333,Louisiana,31.585005953989736,90.45051738281883
7849,948,17,10,330,Louisiana,32.07913184423104,91.48072551783662
7850,948,17,10,327,Louisiana,31.09358219109755,91.70466614810871
7851,791,15,10,326,Louisiana,29.816730753972077,91.35662878246666
7852,759,14,10,309,Louisiana,31.01017051592337,93.57022868056373
7853,759,14,10,300,Louisiana,29.59857686217974,91.02324128881239
7854,759,14,10,294,Louisiana,32.3063382228883,92.24859330654178
7855,759,14,10,293,Louisiana,30.704663409536856,91.56924111575306
7856,759,14,10,290,Louisiana,32.306282393413134,92.5054030611083
7857,759,14,10,290,Louisiana,30.308245418961736,89.93012106043962
7858,759,14,10,286,Louisiana,30.270105116677048,92.93878116469581
7859,759,14,10,285,Louisiana,30.26017401043835,90.51037596928258
7860,759,12,10,282,Louisiana,32.05733069443499,92.62918470406414
7861,759,11,10,277,Louisiana,32.06817114578029,89.33525016386264
7862,759,8,10,275,Louisiana,29.718779946094358,89.51794990306178
7863,759,8,10,275,Louisiana,32.785998860301326,91.37810788760328
7864,759,8,10,269,Louisiana,30.76586827963535,93.94267617674515
7865,759,8,10,269,Louisiana,31.523201055620785,92.71810300928962
7866,759,8,10,267,Louisiana,30.95894552906556,91.98172796558364
7867,759,8,10,267,Louisiana,31.86782746346548,91.74123759603488
7868,759,8,9,265,Louisiana,32.08193899882503,91.09925719355591
7869,759,8,6,263,Louisiana,32.702683594911434,92.76009303748421
7870,759,8,6,262,Louisiana,31.549231233321557,90.31800757509139
7871,759,8,6,261,Louisiana,30.003275134959296,92.95140086135301
7872,759,8,6,259,Louisiana,32.51736517255861,90.32611169494089
7873,759,8,6,258,Louisiana,32.35447183707686,89.59624128845755
7874,759,8,6,256,Louisiana,31.523747110391795,91.10714643631825
7875,759,8,6,255,Louisiana,29.286277041404993,93.34183400664021
7876,739,8,6,254,Louisiana,30.653948416270644,93.72301322766403
7877,735,8,6,253,Louisiana,31.79278824701495,90.67618111847926
7878,721,8,6,250,Louisiana,32.156978670098624,92.09658201595117
7879,658,8,6,250,Louisiana,32.11449823111863,92.96159503803163
7880,591,8,6,237,Louisiana,29.227242079362195,89.49959724713447
7881,569,8,6,236,Louisiana,31.036052051055965,92.2512338604376
7882,569,8,6,235,Louisiana,30.583931875160513,89.5110528257599
7883,569,8,6,233,Louisiana,31.817227503527462,92.04271152318442
7884,569,8,6,232,Louisiana,29.711497820722037,90.52259493588274
7885,569,8,6,225,Louisiana,32.299503717109374,89.53101576750679
7886,569,8,6,224,Louisiana,30.51438963959996,90.39932511472797
7887,569,8,6,218,Louisiana,32.947064386772055,92.94902709744525
7888,569,8,6,218,Louisiana,32.53426388653767,93.35348124472584
7889,569,8,6,217,Louisiana,31.554025305635328,90.15520017344048
7890,569,8,6,214,Louisiana,32.51987041290802,92.79259858051795
7891,569,5,6,213,Louisiana,30.876267741306126,90.77264155574395
7892,543,5,6,212,Louisiana,29.26999751573863,93.73284531143119
7893,494,5,5,212,Louisiana,32.60269250026511,93.801185973668
7894,423,5,5,212,Louisiana,32.552615961073435,92.39795191407079
7895,379,5,4,212,Louisiana,31.1710927387943,91.02925961367774
7896,379,5,3,211,Louisiana,29.65349827488344,89.13496792898322
7897,379,5,3,210,Louisiana,29.9677426986506,92.88002353854499
7898,379,5,3,209,Louisiana,29.042168331535386,92.65105489804272
7899,379,5,3,208,Louisiana,30.344707701267435,89.92662066221054
7900,379,5,3,201,Louisiana,31.334917099121657,92.99838437072422
7901,379,4,2,201,Louisiana,31.214759980309875,92.40825635387229
7902,379,4,2,198,Louisiana,30.543826620764875,92.22179351605153
7903,11113,72,19,1905,Maryland,38.84974899704971,78.23017432701833
7904,10538,72,19,1759,Maryland,38.61960283046488,75.6548908501875
7905,9583,47,19,1623,Maryland,38.96194043404404,78.76714988424654
7906,9331,42,15,1623,Maryland,38.428396774709135,75.9664390013351
7907,9078,34,15,1587,Maryland,39.31052481758926,76.60393187316008
7908,9078,34,15,1587,Maryland,38.06974166335171,77.52365717296514
7909,9078,34,15,1587,Maryland,39.68269126113792,76.98737133241161
7910,9078,34,15,1587,Maryland,38.7142757342181,77.67902418581872
7911,8826,34,15,1587,Maryland,38.534149546831124,79.10305219617513
7912,8777,34,15,1587,Maryland,38.803164290001725,79.0163180257925
7913,8574,34,15,1587,Maryland,38.813296572769524,75.4739885895584
7914,8322,34,15,1587,Maryland,38.03803855657757,79.18917748651275
7915,8070,34,15,1587,Maryland,38.8096399036581,77.54467887251029
7916,7712,34,15,1587,Maryland,39.600335036196306,78.45156763368851
7917,7565,34,15,1523,Maryland,37.94497107991489,76.43938057104432
7918,7565,34,15,1523,Maryland,38.59016801113863,75.33455333286147
7919,7565,34,15,1426,Maryland,38.93892190203699,77.09480661451363
7920,7504,34,15,1299,Maryland,39.00323624080016,75.75355153371159
7921,7424,34,15,1269,Maryland,39.40599252586622,78.033816985089
7922,7061,34,15,1269,Maryland,39.172949370640424,75.98171531848612
7923,7061,34,15,1269,Maryland,38.99982430152987,77.99825317485934
7924,6556,34,15,1269,Maryland,39.19733162911229,78.41253165346025
7925,6556,34,12,1269,Maryland,39.269942035608935,78.1104492146189
7926,6304,34,12,1269,Maryland,38.025146677770486,77.3449072734719
7927,6304,34,12,1269,Maryland,38.531441572785916,79.20986050953817
7928,6067,34,12,1269,Maryland,38.2311720975052,79.18766287446036
7929,6052,34,12,1142,Maryland,38.84115326058961,76.43521547672869
7930,6052,34,12,1142,Maryland,39.022720035420555,78.46215564268745
7931,6052,34,12,1142,Maryland,39.596836029707966,75.73465584804589
7932,6052,34,12,1111,Maryland,38.967834903200085,75.24926523197307
7933,5800,34,12,1035,Maryland,37.93192804685338,79.46442542457332
7934,5725,34,12,1014,Maryland,39.594009279642755,75.14332220038305
7935,5556,32,12,975,Maryland,39.08255135133591,78.65457250146666
7936,5548,29,12,971,Maryland,39.21307454608552,76.49235221935987
7937,5548,29,12,952,Maryland,38.53911770225996,77.1416900942032
7938,5295,26,12,951,Maryland,39.14217841297332,75.49631036059243
7939,5295,26,12,951,Maryland,38.4176561206343,76.52462034602982
7940,5295,26,12,951,Maryland,39.25304235039697,78.9757928713645
7941,5043,26,12,951,Maryland,39.150346562477516,78.308455689216
7942,5043,26,12,951,Maryland,37.90911272072096,78.17560229622282
7943,5043,26,12,951,Maryland,38.325843361594515,77.7571382134569
7944,4957,26,12,951,Maryland,38.002327831695496,79.06456194049748
7945,4791,26,12,951,Maryland,39.63660400450491,77.58611504903178
7946,4539,26,12,951,Maryland,37.90259883982279,78.08979032820352
7947,4539,25,12,951,Maryland,38.09755562307053,75.73591866015748
7948,4539,21,12,951,Maryland,39.53352516873579,76.94028036299758
7949,4287,21,12,951,Maryland,38.029960764533115,78.30019267233006
7950,4287,21,12,951,Maryland,38.38919160763542,77.70212319784626
7951,4255,18,12,951,Maryland,38.08580254427391,76.06314647202082
7952,4035,16,12,951,Maryland,38.65346041086498,77.3853680309067
7953,4035,16,12,951,Maryland,38.164387277929194,77.55009180787751
7954,4035,16,12,951,Maryland,38.89915734684011,79.0053901411107
7955,3951,16,12,951,Maryland,38.91456621104278,79.50015050978624
7956,3931,16,12,951,Maryland,38.35473458386188,75.80860903227087
7957,3782,16,12,951,Maryland,39.37036209083767,76.89770547118123
7958,3782,16,12,951,Maryland,39.19708540638971,78.25514381361221
7959,3782,16,12,951,Maryland,39.36216299560135,76.61610972772412
7960,3765,16,12,923,Maryland,37.92942889761534,78.78044544164263
7961,3657,16,12,887,Maryland,39.61786641004236,77.98070263518291
7962,3530,16,12,881,Maryland,39.231514834874325,77.99144986284578
7963,3530,16,12,857,Maryland,38.18608564638126,76.97245002026374
7964,3530,16,12,854,Maryland,39.106906597593564,75.69772918102005
7965,3369,16,12,816,Maryland,38.23562290332832,77.40260335910232
7966,3305,16,12,808,Maryland,38.25252274027424,78.37684346913915
7967,3278,16,12,793,Maryland,39.18819891151494,77.40357729210378
7968,3278,16,12,793,Maryland,38.729964743161666,76.42864585330832
7969,3026,16,12,793,Maryland,39.28249105792379,77.36129808748927
7970,3026,16,12,793,Maryland,39.04168593533922,77.48266879377941
7971,3026,16,12,774,Maryland,38.533350594022714,76.50843696972618
7972,3026,16,12,771,Maryland,39.39309897177169,75.97429183594417
7973,3026,16,12,763,Maryland,39.44330699130375,77.06009049501216
7974,2780,16,12,760,Maryland,38.0829661208,76.00071217235065
7975,2774,16,12,760,Maryland,38.69668701804219,75.65493256933502
7976,2774,16,12,760,Maryland,39.32868745204966,77.35027775788826
7977,2774,16,12,760,Maryland,38.20968907868306,75.70866098955382
7978,2774,16,12,760,Maryland,38.63842786205437,75.21549057857936
7979,2641,16,12,760,Maryland,38.539731502245665,78.41142322145687
7980,2521,16,12,760,Maryland,39.65090622176741,79.23991637207662
7981,2521,16,12,730,Maryland,38.186897795573145,76.34983713268207
7982,2521,16,12,730,Maryland,38.764344306375605,76.07909761970456
7983,2521,16,12,724,Maryland,38.11523603591007,75.34268305299122
7984,2521,16,12,712,Maryland,39.071692593902526,77.479305247776
7985,2521,16,12,711,Maryland,38.64143434000417,78.74640789948685
7986,2521,16,12,711,Maryland,38.54624387487129,77.0488113663124
7987,2521,16,12,696,Maryland,38.61114160851262,77.09269835881715
7988,2521,16,12,693,Maryland,38.72801419208831,75.7736405387852
7989,2485,16,12,666,Maryland,38.747220504260035,76.69772339505147
7990,2476,16,12,666,Maryland,38.73994978047801,76.05599897690017
7991,2269,16,12,648,Maryland,38.53786938125147,76.09338070285105
7992,2269,16,12,646,Maryland,38.7253061223733,79.19080923259243
7993,2269,16,12,635,Maryland,37.987342699681385,75.24342810817805
7994,2269,16,12,633,Maryland,38.66981041457565,76.03212027508722
7995,2269,16,12,633,Maryland,38.61767207699415,77.61390307972053
7996,2269,16,12,633,Maryland,38.6606883451699,75.22562855868995
7997,2269,16,12,633,Maryland,38.0121880191696,79.0068478311257
7998,2269,16,12,633,Maryland,39.285205819573434,78.45386578239349
7999,2269,16,12,633,Maryland,39.54894818651124,78.56928516338678
8000,2269,16,12,633,Maryland,38.23733535372643,79.50066141319651
8001,2269,16,12,633,Maryland,39.454572068954924,79.3444444277938
8002,2269,16,12,633,Maryland,38.05435622802765,77.06739548765327
8003,2269,16,12,633,Maryland,39.68047392767635,78.7154381306448
8004,2269,16,12,633,Maryland,39.31415409153448,79.16272780339224
8005,2269,16,12,633,Maryland,37.99604122103412,78.45716443299904
8006,2269,16,12,633,Maryland,38.29080206613711,75.33368479936918
8007,2269,16,12,633,Maryland,39.58462965863942,75.95446254426395
8008,2269,16,12,633,Maryland,38.38788754482139,78.62471521243256
8009,2265,16,12,633,Maryland,37.930646346722824,76.29157831823188
8010,2017,16,12,633,Maryland,38.424130882835655,78.65131213862045
8011,2017,16,12,633,Maryland,39.29913657029326,79.43418686808556
8012,2017,16,12,633,Maryland,37.990790265949826,79.00181940513033
8013,2017,16,12,633,Maryland,39.07194069437051,76.01351762886982
8014,2017,16,12,633,Maryland,38.84607656513322,79.0489095499638
8015,2017,16,12,633,Maryland,38.639288540154986,76.53717340733884
8016,2017,16,12,633,Maryland,38.55404199308367,77.37582188217696
8017,2017,16,12,633,Maryland,38.31938214966045,75.68163337709836
8018,2017,16,12,633,Maryland,38.29611987077514,78.54143867779966
8019,2017,16,12,633,Maryland,38.441827278524556,77.74185485737641
8020,2017,16,12,633,Maryland,37.994907168982614,77.96010424367576
8021,2017,16,12,633,Maryland,39.14380372525741,76.53187234502485
8022,2017,16,12,633,Maryland,39.64043892391678,79.31386816980967
8023,2017,16,12,633,Maryland,38.48806167380833,76.65329748397478
8024,2017,16,12,633,Maryland,38.34843436300404,77.98358782467531
8025,1972,16,12,633,Maryland,39.252705988974014,79.45034313955688
8026,1868,16,12,633,Maryland,39.56101662993152,77.68832009302194
8027,1765,16,12,624,Maryland,37.93596083590458,75.90591802176472
8028,1765,16,12,618,Maryland,38.87108408261685,75.14628130912696
8029,1765,16,12,615,Maryland,39.412156996850534,76.67652164636327
8030,1765,16,12,615,Maryland,39.13544157840527,77.23044846791213
8031,1765,16,12,608,Maryland,38.485566740058374,76.77681214497161
8032,1765,16,12,608,Maryland,38.34178379460854,75.97056198401863
8033,1765,16,12,605,Maryland,38.768982209046804,75.32797741724625
8034,1765,16,12,603,Maryland,38.003826579047264,78.62930769843264
8035,1765,16,12,602,Maryland,38.92979521286411,79.08503376759722
8036,1765,16,12,601,Maryland,39.53147469812337,78.14900790852842
8037,1765,16,12,587,Maryland,39.47546188988287,77.79011728286557
8038,1765,16,12,587,Maryland,39.461023313893435,77.683737831926
8039,1765,16,12,587,Maryland,37.996466071863416,76.05770568375708
8040,1765,16,12,586,Maryland,39.2161814057336,78.96251384321693
8041,1716,16,12,586,Maryland,38.7788670817996,75.76427974336379
8042,1663,16,12,584,Maryland,37.97206224784781,76.05487826354633
8043,1538,16,12,584,Maryland,38.765368444351054,78.29325946559663
8044,1513,16,12,582,Maryland,39.176404887637815,79.31894655116567
8045,1513,16,12,570,Maryland,38.74987040810541,78.0390635496209
8046,1513,16,12,570,Maryland,38.290032142420785,76.70257345661271
8047,1513,16,12,569,Maryland,39.14443877277826,77.39477251101947
8048,1513,16,12,569,Maryland,38.393103747688606,79.1553535213088
8049,1513,16,12,565,Maryland,39.07307933341089,79.02523007225074
8050,1513,16,12,562,Maryland,39.57750642636131,78.14438674639698
8051,1513,16,12,558,Maryland,39.373769037361214,75.98639740288056
8052,1513,16,12,553,Maryland,38.84741817713505,78.95270616672755
8053,1513,16,12,549,Maryland,38.572313272791924,78.37878362143061
8054,1513,16,12,546,Maryland,38.935904712794645,76.845265666413
8055,1513,16,12,543,Maryland,38.4954033237808,78.34611093520682
8056,1513,16,12,540,Maryland,38.90534999473667,78.50573046851625
8057,1513,16,12,537,Maryland,39.598724900769085,77.14092161958142
8058,1513,16,12,535,Maryland,39.158706617614996,79.44022850851235
8059,1513,16,12,530,Maryland,39.587113519580456,77.11816723733186
8060,1513,16,12,529,Maryland,38.09840165507677,79.18688436167241
8061,1513,16,12,524,Maryland,38.54417813957297,78.6919230683124
8062,1513,16,12,520,Maryland,38.59371087815483,79.40525297859001
8063,1513,16,12,505,Maryland,39.3329189279097,75.46079857445191
8064,1513,16,12,505,Maryland,38.976469292115404,79.23244609411938
8065,1513,16,12,502,Maryland,38.32947235082604,79.13849547592376
8066,1513,16,12,502,Maryland,38.833324664764746,79.09636015499487
8067,1513,16,12,500,Maryland,38.19469854520501,75.22435326079021
8068,1513,16,12,499,Maryland,38.303846513387654,77.57678879371365
8069,1513,16,12,498,Maryland,38.87763269637637,79.15469934917286
8070,1513,16,12,494,Maryland,38.771529042082754,78.50001890377479
8071,1513,16,12,493,Maryland,38.0624712757272,78.3898910875344
8072,1513,16,12,492,Maryland,39.7071904853977,78.54262093066234
8073,1513,16,12,477,Maryland,38.474115823382185,78.40280606664696
8074,1513,16,12,475,Maryland,39.209306505258866,78.35069929316074
8075,1513,16,12,475,Maryland,39.57106028034257,77.3494423406384
8076,1513,16,12,475,Maryland,37.92262043828437,75.95058153386316
8077,1513,16,12,475,Maryland,37.933443462801165,77.13327338623996
8078,1513,16,10,475,Maryland,39.609319498749635,76.73879307096863
8079,1513,16,9,475,Maryland,38.13799591831853,78.56240597305452
8080,1513,16,9,474,Maryland,38.449283872233586,79.16581860972988
8081,1465,16,9,461,Maryland,38.01981327257142,79.54221499798051
8082,1435,16,9,460,Maryland,38.97337376955544,76.93089341333724
8083,1413,16,9,454,Maryland,38.44824452179635,76.48786801249256
8084,1260,16,9,451,Maryland,38.24066292515967,77.07276929818079
8085,1260,16,9,450,Maryland,37.979255426549976,77.09183157130629
8086,1260,16,9,448,Maryland,39.005950530469086,77.47263804031964
8087,1260,16,9,448,Maryland,38.95286527071294,77.89221554860583
8088,1260,16,9,444,Maryland,39.23874740596808,78.95493922097212
8089,1260,16,9,442,Maryland,38.21100120684472,76.40832071087614
8090,1260,16,9,442,Maryland,38.024135804842686,78.72425328451227
8091,1260,16,9,442,Maryland,38.842572744370536,78.32898727610939
8092,1260,16,9,441,Maryland,37.94910749048742,76.05688878469161
8093,1260,16,9,440,Maryland,39.27346563629626,77.75780070427149
8094,1260,16,9,433,Maryland,37.979963596440925,75.1950867452214
8095,1260,16,9,426,Maryland,38.92808616735423,75.442498752967
8096,1260,16,9,425,Maryland,39.65559486799362,76.92046500037559
8097,1260,16,9,419,Maryland,37.99211254486219,79.5160386525061
8098,1260,16,9,416,Maryland,39.469676622613036,79.27518196095347
8099,1260,16,9,408,Maryland,39.267584938364564,75.39257627563273
8100,1260,16,9,399,Maryland,39.43420346362764,79.23185491829747
8101,1260,16,9,398,Maryland,37.95594575313003,78.2677782836554
8102,1260,16,9,394,Maryland,38.29324836963555,75.76068311883805
8103,1260,16,9,394,Maryland,38.041464048517,77.64969460000333
8104,1260,16,9,392,Maryland,39.380554992678604,79.20662307379212
8105,1260,16,9,390,Maryland,38.45884192602666,78.68347236277333
8106,1260,16,9,385,Maryland,39.462130017677744,77.69783530322654
8107,1016,16,9,381,Maryland,38.14365041538342,78.88185952282815
8108,1008,16,9,379,Maryland,39.350652706875394,78.4900078258129
8109,1008,16,9,378,Maryland,38.20210257717557,76.11562924039205
8110,1008,16,9,378,Maryland,39.43328297459068,78.7531060352064
8111,1008,16,9,378,Maryland,38.60481467350502,76.13988282645167
8112,1008,16,9,378,Maryland,39.393842707187204,78.97194012356971
8113,1008,16,9,377,Maryland,39.045640405530555,77.0347823400029
8114,1008,16,9,376,Maryland,38.72774161643674,77.5826890816448
8115,1008,16,9,375,Maryland,37.97773336992894,78.46737434924037
8116,1008,16,9,365,Maryland,38.59537366059394,76.90164713453542
8117,1008,16,9,354,Maryland,38.397701819523014,77.99677645070294
8118,1008,16,9,351,Maryland,38.74243955077743,77.612374264352
8119,1008,16,9,348,Maryland,38.715081837193736,78.29907715241137
8120,1008,16,9,346,Maryland,38.29793077451831,78.31068912013218
8121,1008,16,9,346,Maryland,38.438131332805156,77.26686445681452
8122,1008,16,9,344,Maryland,38.71612758080271,78.29306379300435
8123,1008,16,9,343,Maryland,38.00650638564997,76.5942213090684
8124,1008,16,9,341,Maryland,38.302129847912276,78.50130430845914
8125,1008,16,9,340,Maryland,38.38382227874315,76.8442141802609
8126,1008,16,9,339,Maryland,38.21175316559808,75.74306280148674
8127,1008,15,9,338,Maryland,38.09973359634629,79.35679716859553
8128,1008,13,9,334,Maryland,38.64205934550306,77.95282849164833
8129,1008,13,9,333,Maryland,39.3185015969547,77.68578560441439
8130,1008,13,9,328,Maryland,38.46924010212163,77.45595800181094
8131,1008,13,9,327,Maryland,39.486241019943165,76.64048729608989
8132,1008,13,9,324,Maryland,38.323388579904936,76.45624137015139
8133,1008,13,9,320,Maryland,38.14701869439991,79.19718008018125
8134,1008,13,9,318,Maryland,38.46495926570154,77.22943578281365
8135,1008,13,9,317,Maryland,39.65193259713371,76.36551694628078
8136,1008,13,9,316,Maryland,38.82780697458766,76.16683577697363
8137,1008,13,9,315,Maryland,38.20590519467626,78.64165046927177
8138,1008,13,9,315,Maryland,38.60191786856945,75.11705882878026
8139,1008,13,9,315,Maryland,38.102428808554436,77.30583695993889
8140,1008,13,9,315,Maryland,38.90744210281462,76.79602227172147
8141,1008,13,9,315,Maryland,39.68540397508496,78.37517270470222
8142,1008,13,9,315,Maryland,38.02602163608088,77.36300777263442
8143,1008,13,9,315,Maryland,39.28185182255374,79.42846080456533
8144,1008,13,9,315,Maryland,38.42199239034671,78.94577168510747
8145,1008,13,9,315,Maryland,38.888278280079824,78.47205658627831
8146,1008,10,9,315,Maryland,39.083638138700955,76.3888773274855
8147,1008,10,9,315,Maryland,39.619778519019945,78.17803327495416
8148,1008,10,9,315,Maryland,38.45275846230613,79.11861213454618
8149,1008,10,9,315,Maryland,38.012451590930795,75.52926413080428
8150,1008,10,9,315,Maryland,39.43665122208897,76.62243882365853
8151,1008,10,9,315,Maryland,38.278240188651175,76.93222766016854
8152,1008,10,9,315,Maryland,38.644499601157946,75.58344567695698
8153,1008,9,9,315,Maryland,39.652715683627136,76.09493838348887
8154,1008,8,9,315,Maryland,38.29065462414125,79.04557823270903
8155,1008,8,9,315,Maryland,38.48859919379491,76.89614062070041
8156,1008,8,9,315,Maryland,39.71414269738782,79.45744580402861
8157,1008,8,9,315,Maryland,38.445510183752326,76.27126029867316
8158,1008,8,9,315,Maryland,38.83388433823115,77.95685878236672
8159,1008,8,9,312,Maryland,38.01416313785899,75.8539358560034
8160,1008,8,9,311,Maryland,38.775358306896315,78.87593777496093
8161,1008,8,9,309,Maryland,37.922657517754864,77.09436038286552
8162,1008,8,9,309,Maryland,37.92308419830597,78.3724532513937
8163,1008,8,9,309,Maryland,38.52276139275103,78.66116941053573
8164,1008,8,9,309,Maryland,38.50334933108308,77.35664060043979
8165,1001,8,9,309,Maryland,38.25381392814686,77.12867029507996
8166,898,8,9,307,Maryland,37.98165349104682,78.44093534892278
8167,877,8,9,307,Maryland,39.510095119032165,76.51325824374048
8168,877,8,9,305,Maryland,39.001758637648116,78.21019692767393
8169,841,8,9,305,Maryland,37.918259621997095,77.22074033966115
8170,763,8,9,303,Maryland,39.66942167091859,78.65911235041457
8171,756,8,6,302,Maryland,38.3888223402691,78.89139603739156
8172,756,8,6,302,Maryland,38.98086042082236,77.27834912044267
8173,756,8,6,302,Maryland,38.75411877684345,75.35647675451357
8174,756,8,6,300,Maryland,37.957733852376315,79.18369502349557
8175,756,8,6,299,Maryland,39.59559087060237,78.24097569951809
8176,756,8,6,299,Maryland,37.89410933113987,78.57066870119255
8177,756,8,6,298,Maryland,39.634800758620194,77.70093295744239
8178,756,8,6,298,Maryland,39.39464585159059,76.20988981782729
8179,756,8,6,296,Maryland,38.19062065737368,78.81545300513297
8180,756,8,6,296,Maryland,39.48568240835199,76.8564122617282
8181,756,8,6,293,Maryland,39.704391063365875,77.9165517588185
8182,756,8,6,293,Maryland,39.29074163995374,78.45105984662332
8183,756,8,6,293,Maryland,38.75803893830424,77.38499486766766
8184,756,8,6,293,Maryland,39.145842543218485,77.41670954118455
8185,756,8,6,292,Maryland,38.649646609952974,78.78011382735832
8186,756,8,6,290,Maryland,38.361422069238166,75.11656614471924
8187,756,8,6,290,Maryland,38.44002673201572,77.27071336828703
